input_text,intent,subject,action,concept,split
Are you goin' to the clinic?,question,you,move,unknown_concept,train
I'm gonna the warehouse.,statement,me,move,unknown_concept,train
I don't want anything.,statement,me,need,none,validation
We're not gonna the office.,statement,me,move,office,train
Does She need something?,question,other,need,none,train
I could use some food,request,me,need,food,train
"Okay, are You all ready?",question,you,communicate,none,train
My dad is painting,statement,other,do,none,train
There's danger nearby,alert,you,danger,none,train
He is organizing my things.,statement,other,do,none,train
"Uh, they are cooking.",statement,other,do,none,train
You all need water.,statement,you,need,water,train
I'm kind of tired.,statement,me,feel,tired,train
Can you understand me,question,you,communicate,none,train
"Careful, big drop ahead.",alert,you,danger,none,train
Are You all going to the school?,question,you,move,school,train
Are you charging my phone,question,you,do,none,train
He is dancing.,statement,other,do,none,train
I am going to fix it,statement,me,do,none,train
"Okay, do You all need keys?",question,you,need,keys,train
We're not goin' to the restaurant.,statement,me,move,restaurant,train
Do You all want food,question,you,need,food,train
He's going to the garden.,statement,other,move,garden,test
He is heading to the restaurant,statement,other,move,restaurant,train
Are you cooking,question,you,do,none,test
There is a zibbit ahead.,alert,you,danger,unknown_concept,train
Could you fetch some medicine,request,you,need,medicine,train
Would You guys like phone?,question,you,need,phone,train
We're okay,statement,me,feel,none,train
The stairs is very close.,alert,you,danger,stairs,train
My mom is sorting mail.,statement,other,do,none,train
He's going to explain it again.,statement,other,do,none,train
Can you slow down,request,you,communicate,none,train
Bring me some keys.,request,me,need,keys,train
My mom is going to the train.,statement,other,move,train,train
"Well, do that again.",request,you,do,none,test
"So, my mom is folding laundry.",statement,other,do,none,train
Something's dangerous up ahead.,alert,you,danger,none,train
Me am okay,statement,me,feel,none,train
He needs a soldering iron.,statement,other,need,unknown_concept,test
"Um, i don't need bathroom.",statement,me,need,bathroom,train
He's goin' to the mall.,statement,other,move,unknown_concept,train
Let's get moving.,request,you,move,none,train
"Okay, i need bathroom.",request,me,need,bathroom,train
"So, i'm going to go.",statement,me,move,none,train
I'm out of bathroom,statement,me,need,bathroom,train
What did I just do?,question,me,do,none,train
I'm heading to the observatory.,statement,me,move,unknown_concept,train
I'm gonna the train.,statement,me,move,train,train
Are you alright,question,you,feel,none,train
Your dad is goin' to the car.,statement,other,move,car,train
We really need wallet,request,me,need,wallet,train
I'm goin' to the home.,statement,me,move,home,test
Hand me my food.,request,me,need,food,train
Do you understand me?,question,you,communicate,none,train
"Well, i want to go to the bus.",statement,me,move,bus,train
One more time,request,you,communicate,none,train
I'm brushing my teeth.,statement,me,do,none,train
Are You all going to the hospital?,question,you,move,hospital,train
Do you know what time it is?,question,you,communicate,time,validation
I'm heading to quombat.,statement,me,move,unknown_concept,test
My mom is cold,statement,other,feel,cold,train
My dad should watch out.,alert,other,danger,none,train
I'm making coffee.,statement,me,do,none,train
"Uh, my mom is going to the hospital.",statement,other,move,hospital,train
"So, i'd really appreciate some painkillers.",request,me,need,painkillers,train
We're fine,statement,me,feel,none,train
Nice work.,statement,me,communicate,none,train
I'm really sick,statement,me,feel,sick,train
Hand me my water,request,me,need,water,train
"Well, does They need water?",question,other,need,water,train
Is She tired,question,other,feel,tired,train
She's going to tell her.,statement,other,do,none,train
"So, long time no see.",statement,me,communicate,none,train
Have you got any bathroom,question,you,need,bathroom,validation
What is our destination?,question,me,communicate,destination,train
You all don't need food.,statement,you,need,food,test
Do you need the wrench,question,you,need,unknown_concept,validation
I'm going to check something,statement,me,do,none,train
Do you want painkillers?,question,you,need,painkillers,train
Stop!,alert,you,danger,none,test
My mom doesn't need bathroom.,statement,other,need,bathroom,train
Tell me the time.,request,you,communicate,time,test
I'm heading to zibbit,statement,me,move,unknown_concept,test
They are writing.,statement,other,do,none,train
"Stop, there's a bus.",alert,you,danger,bus,test
"Um, i need an extension cord.",request,me,need,unknown_concept,train
You going to the library?,question,you,move,unknown_concept,train
"Well, they are watching something.",statement,other,do,none,train
"So, take me to the office.",request,me,move,office,train
My mom needs bathroom.,statement,other,need,bathroom,test
Does He need something,question,other,need,none,train
My dad is busy,statement,other,do,none,train
Your dad isn't hot.,statement,other,feel,hot,train
I'm kind of hot.,statement,me,feel,hot,train
"Well, he is going somewhere.",statement,other,move,none,train
He's going to the car.,statement,other,move,car,train
Let's go to the garden.,request,me,move,garden,train
"I need bathroom, please",request,me,need,bathroom,train
I see a train ahead of you.,alert,me,danger,train,train
I doubt it,statement,me,communicate,none,train
Could you help me?,request,you,communicate,none,train
"Well, let's go to the restaurant.",request,me,move,restaurant,test
Could I ask you something?,request,you,communicate,none,train
She is sorting mail.,statement,other,do,none,train
"Uh, hand me my wallet.",request,me,need,wallet,train
Is She sick,question,other,feel,sick,train
"Okay, she is making coffee.",statement,other,do,none,train
I'm putting things away,statement,me,do,none,train
"You're almost at the bus, careful",alert,you,danger,bus,train
Have you got any water?,question,you,need,water,train
"Uh, do you have a second?",question,you,communicate,none,train
My dad is mopping,statement,other,do,none,train
The fire is very close,alert,you,danger,fire,validation
"Follow me, please",request,you,move,none,train
"So, don't touch the car.",alert,you,danger,car,test
"Me need painkillers, please",request,me,need,painkillers,test
They are shopping,statement,other,do,none,train
He's going to the train.,statement,other,move,train,train
Are you goin' to the warehouse?,question,you,move,unknown_concept,train
"He's near the bus, be careful.",alert,other,danger,bus,train
We're happy,statement,me,feel,happy,test
"So, i'm heading to the hospital.",statement,me,move,hospital,train
"So, he's going to try again.",statement,other,do,none,train
"So, my dad needs painkillers.",statement,other,need,painkillers,train
Florn.,statement,me,communicate,unknown_concept,train
Can you grab my medicine?,request,you,need,medicine,train
Are you going anywhere,question,you,move,none,train
Me am hot.,statement,me,feel,hot,train
Talk slower please.,request,you,communicate,none,train
Your dad isn't sick.,statement,other,feel,sick,train
"Uh, we're not going to the restaurant.",statement,me,move,restaurant,train
"Um, you are cold.",statement,you,feel,cold,train
He is heading to the car,statement,other,move,car,validation
You guys are happy,statement,you,feel,happy,train
My mistake.,statement,me,communicate,none,train
Tell she to be careful,alert,other,danger,none,train
Can we talk now,question,you,communicate,none,test
Me don't need bathroom,statement,me,need,bathroom,train
Are You guys sick?,question,you,feel,sick,train
Can you tell me the time,request,you,communicate,time,validation
You napping?,question,you,do,none,train
"Okay, go to the hospital.",request,you,move,hospital,validation
